id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
269,Male,41,0,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","A swirling blue/black pattern ""behind"" (i.e. seen through) the flashing screen. Vaguely reminiscent of both a rotating star field and oil on water. Quite similar to the patterns I see whenever I am in pitch darkness.",They began to emerge immediately,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next",A sensation similar to the onset of motion sickness.,,All over the screen,0.075016914,0.026714663,0.079774792,0.09155166,0.028335068,0.055903257,0.094863517,0.031671102,0.052194114,0.129515587,0.024710051,0.999999996,0.027912068,0.012390157,0.036123746,0.025745915,0.026988639,0.030592669,0.028050035,0.003967228,0.040694862,0.027815687,0.024888269,0.027336686,0.032776747,0.007381118,0.027237742,0.021945233,0-3
279,Male,16,0,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","A vague circular shape and a more rectangular shape below it, almost s silhouette of a person. Very blurred, and monotone - in a greenish colour, opposite to red.",A few seconds,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,"Became relaxed or sleepy, As if in a dreamlike state",,,0.075121069,0.038066523,0.080033274,0.121090398,0.023551455,0.055844216,0.059840499,0.934722302,0.049823398,0.024619824,0.022206489,0.038490437,0.023835681,4.27E-12,0.028166944,0.022774961,0.024059502,0.026311646,0.024291188,6.00E-13,0.028017963,0.02415025,0.022060161,0.023408321,0.03080313,2.43E-10,0.025339045,0.020307159,0-3
280,Female,60,0,10min.,Yes,Computer,No feeling about it one way or the other,Colors other than red and black,"a vague shadow, once, that might have been a wolf face - I blame pareidolia if the black and red formed any sort of shape; the hint (and I mean, vaguest hint) of a skyline, just out of visual centre, I blame on shadows.
There were colours within the red and black - mostly green, hint of blue.  Followed the same flashes/ bursts as the red and black.  ",A few seconds,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"Tried to meditate.  No better nor worse than usual, tbh.",,"wolf face central, impression of skyline, base of screen",0.007576657,0.928618219,0.011420463,0.999999998,0.003410294,0.007589619,0.008789118,0.004361769,0.006781446,0.003552788,0.003274433,0.004374554,0.003329897,0.007435132,0.004972182,0.003119902,0.003946183,0.00434385,0.003654757,0.003250379,0.004807823,0.004101093,0.003154874,0.003658497,0.004804291,0.005023671,0.004136865,0.002822232,0-3
294,Female,14,0,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","about one inch thick sort of black line, then a half circle some other stuff and squares inside of squares in green and pink",1-2 minutes,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","No change, fully alert in the here and now",,"In the center, All over the screen",0.023343252,0.025017227,0.053196323,0.03964558,0.009156779,0.033908321,0.022171412,0.011827364,0.025277656,0.011344036,0.009676766,0.019863483,0.00952312,8.15E-45,0.012609857,0.008476726,0.010227613,0.01121035,0.010533182,2.44E-48,0.012086291,0.011069772,0.00904576,0.010266375,0.013011388,3.47E-39,0.013200176,0.008270039,0-3
320,Male,36,0,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","All i saw was blue blobs across the flicker, occasionally i got a hit of green, but not enough to be sure. Very occasioannlly, i would see two orbiting 'whirl pool'/'black hole' type of objects, of almost insubsatial pattern. As soon as i tried to look at them or focus on them, they would dissappear.",A few seconds,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,Lost a sense of time,Time ran extreamlly fast... 10 mins was over in what felt like just a couple of mins.,In the center,0.999999997,0.010596216,0.022402705,0.018865785,0.00913196,0.012263866,0.019637916,0.007967547,0.021078459,0.436644214,0.012077066,0.005775605,0.012242502,0.011137843,0.011227231,0.007045184,0.012959627,0.015486359,0.014378207,0.002333171,0.008849142,0.013736759,0.008270134,0.011430807,0.008982566,0.006120267,0.007502921,0.006583931,0-3
322,Male,27,0,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",All I saw was geometric shapes and lines. I also saw a ball of light in the center with a kind of spider web shape surrounding it. After closing my eyes I was able to see a red colored dot for a brief moment. It was a light red very faded. ,1-2 minutes,Frequently,"Weak, faint, or insubstantial",1-2 seconds,Became relaxed or sleepy,I have sensitive eyes and watching it in the dark made my eyes hurt which in turn made me sleepy,In the periphery,0.028663949,0.85046174,0.646507535,0.042030903,0.011757149,0.057901248,0.037516807,0.012415212,0.022092223,0.011012888,0.01032924,0.013746673,0.011684659,0.010215961,0.014173924,0.01097455,0.010996649,0.012285742,0.01153376,0.474597129,0.01541753,0.011186935,0.010346845,0.011283901,0.013505799,0.005418361,0.011105047,0.009236521,0-3
329,Female,38,0,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Almost as if watching your own pupil dilate.,They began to emerge immediately,Constantly,,,"No change, fully alert in the here and now",,,0.144831973,1.18E-55,3.84E-48,0.1236411,0.078800024,1.31E-48,0.295107162,3.46E-32,5.77E-46,2.92E-46,2.95E-46,1.32E-55,0.073235371,9.00E-59,5.14E-38,3.06E-28,3.14E-46,3.49E-46,3.32E-46,8.45E-60,0.138245965,3.26E-46,0.064122087,3.38E-46,3.37E-46,2.24E-58,2.53E-32,0.055204347,0-3
334,Male,43,0,10min.,Yes,Computer,No feeling about it one way or the other,"No, Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","almost nothing, the flashing light visually seemed to slow and eventually I may have seen lines in the last couple of minutes.",5-7 minutes,Infrequently,,,"No change, fully alert in the here and now",,,1.01E-07,4.06E-08,7.96E-08,0.901958072,3.49E-08,4.71E-08,9.00E-08,3.07E-08,5.58E-08,2.83E-08,2.52E-08,2.50E-08,3.48E-08,2.06E-08,3.28E-08,3.00E-08,2.66E-08,3.00E-08,2.81E-08,7.02E-09,3.73E-08,2.65E-08,3.16E-08,2.62E-08,3.56E-08,1.32E-08,3.04E-08,2.90E-08,0-3
351,Male,29,0,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",An eyeball and a strike of lightning,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",,In the center,0.036325424,0.020907944,0.043191699,0.092253464,0.015048249,0.024041774,0.037630802,0.014802542,0.028974054,0.015271115,0.012130232,0.014836326,0.014923777,0.010937981,0.014990279,0.0127063,0.013381467,0.015796023,0.013837202,0.003886095,0.016977545,0.01323855,0.013956967,0.01260194,0.0234831,0.007466201,0.016526686,0.012870931,0-3
352,Male,26,0,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","No, Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","An illusion that it was spinning, and moving around. Not sure if I'd even consider it images.",A few seconds,Constantly,"Weak, faint, or insubstantial","Persisting several seconds, Constant, morphing from one image to the next","No change, fully alert in the here and now, Became relaxed or sleepy",,All over the screen,0.061186345,0.004962727,0.06040043,0.036244193,0.02618113,0.022693869,0.052257851,0.029394697,0.578655445,0.018664864,0.019850847,0.003581127,0.029225809,0.003624222,0.079256277,0.020864995,0.020293113,0.02168311,0.021167976,0.001112067,0.028857667,0.023068366,0.026835559,0.022762095,0.020025488,0.002177898,0.020334525,0.021470576,0-3
355,Prefer not to say,45,0,10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","An occassional cross in the centre if I focused there, followed by sensation of swirling movement (rotating clockwise). Unfocusing removed it then focusing made it return.",A few seconds,Whenever I focused on the centre.,,,It was unpleasant so if anything it heightened stress.,See above.,,0.065161183,0.021846757,0.072152221,0.076797741,0.03319832,0.050036279,0.11108815,0.030545835,0.077580166,0.028982525,0.024388378,0.02486615,0.035228246,8.92E-10,0.040702952,0.028361245,0.024051647,0.026487979,0.026562145,4.13E-11,0.037740649,0.025552765,0.027821662,0.027839327,0.025602004,3.68E-09,0.023560141,0.023577108,0-3
369,Female,70,0,10min.,Yes,Computer,No feeling about it one way or the other,No,Areas of reds and blue/black flickering,,,,,"No change, fully alert in the here and now",,,0.999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-3
371,Female,31,0,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",Arora like patterns also almost robots?,A few seconds,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.044670905,2.09E-179,0.144402454,0.042943978,0.018343204,0.057621082,0.041266862,0.023099342,0.054985241,0.0236851,0.020386904,2.94E-179,0.019373901,2.58E-186,0.025559024,0.017113731,0.020329952,0.022022515,0.021891984,1.04E-187,0.02229118,0.023064839,0.018558366,0.02113577,0.023527106,9.10E-186,0.024457037,0.017015042,0-3
384,Male,62,0,10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","As the image flickered from red I saw an irregular pattern of lines with a gradient of color changing from red to turquoise in the spaces between the lines. Also, what seemed like semi regularly a black square would appear in the upper right corner and between the appearances of the black square a square in the same space would appear that was just a lighter shade of red than the rest of the screen.",A few seconds,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,Even though it was unpleasant I almost dozed off several times.,,All over the screen,0.990355485,0.035543613,0.090554713,0.103629148,0.022767306,0.063623291,0.057736491,0.026160385,0.052473079,0.025199885,0.022229558,0.050278042,0.023543954,0.000175603,0.029721963,0.021612422,0.024201977,0.026831343,0.024485057,6.33E-05,0.028377329,0.024963916,0.021930352,0.023604718,0.032153143,0.000109486,0.026881719,0.020026748,0-3
406,Female,19,0,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","at first i saw an ""X"" then like two hands/palms, then spirals",1-2 minutes,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now, Lost a sense of time","I was pretty aware during the whole thing except that once in a while I would wonder how long it's been.  When the ten minutes were up, it felt shorter than what 10 minutes usually feels like.",In the center,0,0,0,0.999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-3
417,Female,33,0,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","At first i saw what looked like a lot of people, then flower shapes, butterflies, large buildings and then it began to just look like a broken film reel trying to play with the flashing",They began to emerge immediately,Constantly,"Clear, vivid, and/or bright",Brief moment or flash,Became relaxed or sleepy,I began to feel extremely sleepy and found my eyes heavy and closing without me being able to stop it.,All over the screen,0.022074286,0.020518162,0.040780773,0.032699693,0.009701102,0.023208754,0.02246054,0.018512759,0.023286013,0.012797917,0.01107026,0.012238671,0.009444237,4.80E-27,0.013235635,0.0087846,0.013360725,0.014160664,0.012339935,1.57E-30,0.01370147,0.014514029,0.009183891,0.012174097,0.014374123,3.28E-21,0.026503705,0.008373909,0-3
425,Male,15,0,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","At first it seemed to change colors faster, then the screen began to appear as if it was shaking, and finally I saw the what looked like an eye staring at at me through the screen",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,Lost a sense of space,"It felt like I wasn't in control, like an out of body experience",All over the screen,0.888405026,2.41E-06,4.71E-05,0.001170411,0.000918505,1.74E-05,0.002488768,7.69E-05,4.66E-05,2.25E-05,2.11E-05,2.19E-06,0.000930471,2.44E-07,6.09E-05,8.68E-05,2.14E-05,2.32E-05,2.28E-05,5.11E-08,0.000197035,2.18E-05,0.000836388,2.26E-05,2.57E-05,2.41E-07,7.38E-05,0.000763686,0-3
